success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,stimulus,response,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,view_history,type,Congruency,letter,webgazer_data,webgazer_targets,correct
,html-keyboard-response,79,192555,0.0-24.0-0.3,Harsh_pcv47lw7uuykddj,,"<div style = ""margin-top:373px ; margin-left:429px"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,80,194813,0.0-24.0-0.4,Harsh_pcv47lw7uuykddj,829.8649999778718,"<div style = ""margin-top:-332px ; margin-left:-968px"" ><span style=""font-size: 96px;"">N</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,81,196899,0.0-24.0-0.5,Harsh_pcv47lw7uuykddj,,"<div style = ""margin-top:87px ; margin-left:-761px"" ><span style=""font-size: 96px;"">Z</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,82,199021,0.0-24.0-0.6,Harsh_pcv47lw7uuykddj,1050.9600000223145,"<div style = ""margin-top:-357px ; margin-left:139px"" ><span style=""font-size: 96px;"">Z</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,83,201168,0.0-24.0-0.7,Harsh_pcv47lw7uuykddj,1304.0999999502674,"<div style = ""margin-top:-192px ; margin-left:259px"" ><span style=""font-size: 96px;"">Z</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,84,203471,0.0-24.0-0.8,Harsh_pcv47lw7uuykddj,,"<div style = ""margin-top:252px ; margin-left:661px"" ><span style=""font-size: 96px;"">B</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,85,205723,0.0-24.0-0.9,Harsh_pcv47lw7uuykddj,652.1149999462068,"<div style = ""margin-top:-65px ; margin-left:418px"" ><span style=""font-size: 96px;"">B</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,86,207833,0.0-24.0-0.10,Harsh_pcv47lw7uuykddj,1063.3399999933317,"<div style = ""margin-top:324px ; margin-left:581px"" ><span style=""font-size: 96px;"">B</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,87,209999,0.0-24.0-0.11,Harsh_pcv47lw7uuykddj,,"<div style = ""margin-top:-317px ; margin-left:-553px"" ><span style=""font-size: 96px;"">Z</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,88,212175,0.0-24.0-0.12,Harsh_pcv47lw7uuykddj,,"<div style = ""margin-top:331px ; margin-left:805px"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,89,214307,0.0-24.0-0.13,Harsh_pcv47lw7uuykddj,,"<div style = ""margin-top:117px ; margin-left:125px"" ><span style=""font-size: 96px;"">B</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,90,216525,0.0-24.0-0.14,Harsh_pcv47lw7uuykddj,,"<div style = ""margin-top:19px ; margin-left:664px"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,91,218673,0.0-24.0-0.15,Harsh_pcv47lw7uuykddj,593.2350000366569,"<div style = ""margin-top:15px ; margin-left:894px"" ><span style=""font-size: 96px;"">N</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,92,220837,0.0-24.0-0.16,Harsh_pcv47lw7uuykddj,,"<div style = ""margin-top:139px ; margin-left:-781px"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,93,223025,0.0-24.0-0.17,Harsh_pcv47lw7uuykddj,,"<div style = ""margin-top:8px ; margin-left:-582px"" ><span style=""font-size: 96px;"">C</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,94,225182,0.0-24.0-0.18,Harsh_pcv47lw7uuykddj,,"<div style = ""margin-top:-224px ; margin-left:-751px"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,95,227389,0.0-24.0-0.19,Harsh_pcv47lw7uuykddj,794.0350000280887,"<div style = ""margin-top:255px ; margin-left:-399px"" ><span style=""font-size: 96px;"">X</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,96,229753,0.0-25.0,Harsh_pcv47lw7uuykddj,1840.7599999336526,<div style='width:800px;'><p>All done!</p><p>You correctly identified 8 of the 8 matching items.</p><p>You incorrectly identified 0 of the 11 non-matching items as matches.</p><p>Please press any key to proceed, ,,,,,,,,,,,,,
,html-button-response,97,231242,0.0-26.0,Harsh_pcv47lw7uuykddj,1487.4100000597537,"<div style=""width: 800px;""><p>Please continue to head towards the last task of the study </p></div>",0,,,,,,,,,,,,,
,html-button-response,98,232462,0.0-27.0,Harsh_pcv47lw7uuykddj,1215.9100000280887,"<div style=""width: 800px; padding: 50px; border-radius: 10px ;background-color: #cfffc1""><p style=""font-size:20px"">Welcome to the Task 3:</p><h1>Trail-Making Task</h1>",0,,,,,,,,,,,,,
,html-button-response,99,233708,0.0-28.0,Harsh_pcv47lw7uuykddj,1244.2150000715628,"<div style=""width: 800px;border: thin solid #65dc7f ; border-radius: 10px ;"">
    	<ul>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">    On the next screen you will see bubbles with a character written in them.</li>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">Click on the bubbles starting from 1.</li>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">You need to make the trail pattern 1-A-2-B-3-C-4-D.......</li>

    	</ul></div>",0,,,,,,,,,,,,,
,serial-reaction-time-mouse,100,238424,0.0-29.0-0.0,Harsh_pcv47lw7uuykddj,4705.444999970496,,"4,0",,,,,,,,,,,,,true
,serial-reaction-time-mouse,101,245365,0.0-29.0-0.1,Harsh_pcv47lw7uuykddj,6934.594999998808,,"6,13",,,,,,,,,,,,,true
,serial-reaction-time-mouse,102,246407,0.0-29.0-0.2,Harsh_pcv47lw7uuykddj,1035.3399999439716,,"2,19",,,,,,,,,,,,,true
,serial-reaction-time-mouse,103,248315,0.0-29.0-0.3,Harsh_pcv47lw7uuykddj,1899.1949999472126,,"9,1",,,,,,,,,,,,,true
,serial-reaction-time-mouse,104,249559,0.0-29.0-0.4,Harsh_pcv47lw7uuykddj,1235.6949999229982,,"6,5",,,,,,,,,,,,,true
,serial-reaction-time-mouse,105,250566,0.0-29.0-0.5,Harsh_pcv47lw7uuykddj,1001.3449999969453,,"7,11",,,,,,,,,,,,,true
,serial-reaction-time-mouse,106,251554,0.0-29.0-0.6,Harsh_pcv47lw7uuykddj,974.9549999833107,,"9,10",,,,,,,,,,,,,true
,serial-reaction-time-mouse,107,253713,0.0-29.0-0.7,Harsh_pcv47lw7uuykddj,2150.9649999206886,,"8,0",,,,,,,,,,,,,true
,serial-reaction-time-mouse,108,263361,0.0-29.0-0.8,Harsh_pcv47lw7uuykddj,9641.835000016727,,"5,15",,,,,,,,,,,,,true
,serial-reaction-time-mouse,109,264669,0.0-29.0-0.9,Harsh_pcv47lw7uuykddj,1285.4150000493973,,"5,7",,,,,,,,,,,,,true
,serial-reaction-time-mouse,110,268405,0.0-29.0-0.10,Harsh_pcv47lw7uuykddj,3727.305000065826,,"8,13",,,,,,,,,,,,,true
,serial-reaction-time-mouse,111,269957,0.0-29.0-0.11,Harsh_pcv47lw7uuykddj,1543.7699999893084,,"1,0",,,,,,,,,,,,,true
,serial-reaction-time-mouse,112,278009,0.0-29.0-0.12,Harsh_pcv47lw7uuykddj,8034.155000001192,,"7,1",,,,,,,,,,,,,true
,serial-reaction-time-mouse,113,279259,0.0-29.0-0.13,Harsh_pcv47lw7uuykddj,1242.519999970682,,"4,3",,,,,,,,,,,,,true
,serial-reaction-time-mouse,114,282167,0.0-29.0-0.14,Harsh_pcv47lw7uuykddj,2901.480000000447,,"3,11",,,,,,,,,,,,,true
,serial-reaction-time-mouse,115,285348,0.0-29.0-0.15,Harsh_pcv47lw7uuykddj,3170.189999975264,,"7,6",,,,,,,,,,,,,true
,serial-reaction-time-mouse,116,290239,0.0-29.0-0.16,Harsh_pcv47lw7uuykddj,4877.770000020973,,"0,11",,,,,,,,,,,,,true
,serial-reaction-time-mouse,117,291330,0.0-29.0-0.17,Harsh_pcv47lw7uuykddj,1083.985000033863,,"3,16",,,,,,,,,,,,,true
,serial-reaction-time-mouse,118,294880,0.0-29.0-0.18,Harsh_pcv47lw7uuykddj,3543.5900000156835,,"3,19",,,,,,,,,,,,,true
,serial-reaction-time-mouse,119,304409,0.0-29.0-0.19,Harsh_pcv47lw7uuykddj,9519.850000040606,,"1,1",,,,,,,,,,,,,true
,serial-reaction-time-mouse,120,309134,0.0-29.0-0.20,Harsh_pcv47lw7uuykddj,4718.614999903366,,"0,4",,,,,,,,,,,,,true
,serial-reaction-time-mouse,121,314443,0.0-29.0-0.21,Harsh_pcv47lw7uuykddj,5301.025000051595,,"5,3",,,,,,,,,,,,,true
,serial-reaction-time-mouse,122,317429,0.0-29.0-0.22,Harsh_pcv47lw7uuykddj,2978.445000015199,,"4,15",,,,,,,,,,,,,true
,serial-reaction-time-mouse,123,319893,0.0-29.0-0.23,Harsh_pcv47lw7uuykddj,2449.305000016466,,"9,12",,,,,,,,,,,,,true
,serial-reaction-time-mouse,124,322502,0.0-29.0-0.24,Harsh_pcv47lw7uuykddj,2602.7600000379607,,"0,1",,,,,,,,,,,,,true
,serial-reaction-time-mouse,125,323550,0.0-29.0-0.25,Harsh_pcv47lw7uuykddj,1038.9900000300258,,"1,11",,,,,,,,,,,,,true
,serial-reaction-time-mouse,126,325238,0.0-29.0-0.26,Harsh_pcv47lw7uuykddj,1672.7950000204146,,"6,9",,,,,,,,,,,,,true
,serial-reaction-time-mouse,127,326178,0.0-29.0-0.27,Harsh_pcv47lw7uuykddj,932.1899999631569,,"2,14",,,,,,,,,,,,,true
,serial-reaction-time-mouse,128,330512,0.0-29.0-0.28,Harsh_pcv47lw7uuykddj,4326.549999997951,,"2,5",,,,,,,,,,,,,true
,serial-reaction-time-mouse,129,331327,0.0-29.0-0.29,Harsh_pcv47lw7uuykddj,810.109999962151,,"8,2",,,,,,,,,,,,,true
,html-keyboard-response,130,336384,0.0-30.0,Harsh_pcv47lw7uuykddj,5054.4450000161305,Thank you. Press any key to end the experiment., ,,,,,,,,,,,,,
