success,trial_type,trial_index,time_elapsed,internal_node_id,subject,rt,stimulus,response,load_time,raw_gaze,percent_in_roi,average_offset,validation_points,samples_per_sec,view_history,type,Congruency,letter,webgazer_data,webgazer_targets,correct
,html-keyboard-response,68,137784,0.0-22.0-0.3,H_6yl0bbw8ezrr1uz,,"<div style = ""centre"" ><span style=""font-size: 96px;"">V</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,69,139835,0.0-22.0-0.4,H_6yl0bbw8ezrr1uz,720.3299999819137,"<div style = ""centre"" ><span style=""font-size: 96px;"">V</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,70,141978,0.0-22.0-0.5,H_6yl0bbw8ezrr1uz,,"<div style = ""centre"" ><span style=""font-size: 96px;"">C</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,71,144041,0.0-22.0-0.6,H_6yl0bbw8ezrr1uz,,"<div style = ""centre"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,72,146152,0.0-22.0-0.7,H_6yl0bbw8ezrr1uz,,"<div style = ""centre"" ><span style=""font-size: 96px;"">B</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,73,148282,0.0-22.0-0.8,H_6yl0bbw8ezrr1uz,447.6699999650009,"<div style = ""centre"" ><span style=""font-size: 96px;"">B</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,74,150378,0.0-22.0-0.9,H_6yl0bbw8ezrr1uz,,"<div style = ""centre"" ><span style=""font-size: 96px;"">V</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-button-response,75,152801,0.0-23.0,H_6yl0bbw8ezrr1uz,1902.0550000132062,"<div style='width:800px;'><p>All done!</p><p>You correctly identified 3 of the 3 matching items.</p><p>You incorrectly identified 0 of the 6 non-matching items as matches.</p><strong>Let's move to the actual test.</strong><p style = 'color:rgb(255,150,100)'>Words might appear anywhere on the screen</p>",0,,,,,,,,,,,,,
,html-keyboard-response,76,154379,0.0-24.0-0.0,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:20px ; margin-left:367px"" ><span style=""font-size: 96px;"">Z</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,77,156436,0.0-24.0-0.1,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-373px ; margin-left:392px"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,78,158647,0.0-24.0-0.2,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-38px ; margin-left:-953px"" ><span style=""font-size: 96px;"">B</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,79,160773,0.0-24.0-0.3,H_6yl0bbw8ezrr1uz,643.4900000458583,"<div style = ""margin-top:262px ; margin-left:431px"" ><span style=""font-size: 96px;"">B</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,80,162835,0.0-24.0-0.4,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-178px ; margin-left:988px"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,81,164886,0.0-24.0-0.5,H_6yl0bbw8ezrr1uz,648.3500000322238,"<div style = ""margin-top:254px ; margin-left:383px"" ><span style=""font-size: 96px;"">N</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,82,166941,0.0-24.0-0.6,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-163px ; margin-left:-924px"" ><span style=""font-size: 96px;"">V</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,83,168988,0.0-24.0-0.7,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:48px ; margin-left:-518px"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,84,171038,0.0-24.0-0.8,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:14px ; margin-left:-506px"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,85,173151,0.0-24.0-0.9,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:128px ; margin-left:310px"" ><span style=""font-size: 96px;"">C</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,86,175259,0.0-24.0-0.10,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-341px ; margin-left:-134px"" ><span style=""font-size: 96px;"">V</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,87,177320,0.0-24.0-0.11,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-244px ; margin-left:-549px"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,88,179411,0.0-24.0-0.12,H_6yl0bbw8ezrr1uz,755.925000004936,"<div style = ""margin-top:-270px ; margin-left:14px"" ><span style=""font-size: 96px;"">X</span></div>",m,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,89,181480,0.0-24.0-0.13,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-340px ; margin-left:588px"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,90,183744,0.0-24.0-0.14,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-34px ; margin-left:-78px"" ><span style=""font-size: 96px;"">V</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,91,185802,0.0-24.0-0.15,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-287px ; margin-left:965px"" ><span style=""font-size: 96px;"">N</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,92,187901,0.0-24.0-0.16,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-172px ; margin-left:-396px"" ><span style=""font-size: 96px;"">X</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,93,189973,0.0-24.0-0.17,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-266px ; margin-left:-466px"" ><span style=""font-size: 96px;"">B</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,94,192053,0.0-24.0-0.18,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-243px ; margin-left:707px"" ><span style=""font-size: 96px;"">C</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,95,194147,0.0-24.0-0.19,H_6yl0bbw8ezrr1uz,,"<div style = ""margin-top:-270px ; margin-left:608px"" ><span style=""font-size: 96px;"">B</span></div>",,,,,,,,,,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]",[object Object],true
,html-keyboard-response,96,196275,0.0-25.0,H_6yl0bbw8ezrr1uz,1626.71500002034,<div style='width:800px;'><p>All done!</p><p>You correctly identified 3 of the 3 matching items.</p><p>You incorrectly identified 0 of the 16 non-matching items as matches.</p><p>Please press any key to proceed, ,,,,,,,,,,,,,
,html-button-response,97,197844,0.0-26.0,H_6yl0bbw8ezrr1uz,1566.5600000065751,"<div style=""width: 800px;""><p>Please continue to head towards the last task of the study </p></div>",0,,,,,,,,,,,,,
,html-button-response,98,199047,0.0-27.0,H_6yl0bbw8ezrr1uz,1201.9899999722838,"<div style=""width: 800px; padding: 50px; border-radius: 10px ;background-color: #cfffc1""><p style=""font-size:20px"">Welcome to the Task 3:</p><h1>Trail-Making Task</h1>",0,,,,,,,,,,,,,
,html-button-response,99,200220,0.0-28.0,H_6yl0bbw8ezrr1uz,1170.8199999993667,"<div style=""width: 800px;border: thin solid #65dc7f ; border-radius: 10px ;"">
    	<ul>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">    On the next screen you will see bubbles with a character written in them.</li>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">Click on the bubbles starting from 1.</li>
    	<li style=""text-align:left; padding:8px; font-size: 18px"">You need to make the trail pattern 1-A-2-B-3-C-4-D.......</li>

    	</ul></div>",0,,,,,,,,,,,,,
,serial-reaction-time-mouse,100,202785,0.0-29.0-0.0,H_6yl0bbw8ezrr1uz,2559.0700000175275,,"6,7",,,,,,,,,,,,,true
,serial-reaction-time-mouse,101,204205,0.0-29.0-0.1,H_6yl0bbw8ezrr1uz,1414.8549999808893,,"2,20",,,,,,,,,,,,,true
,serial-reaction-time-mouse,102,210936,0.0-29.0-0.2,H_6yl0bbw8ezrr1uz,6721.774999983609,,"5,4",,,,,,,,,,,,,true
,serial-reaction-time-mouse,103,212300,0.0-29.0-0.3,H_6yl0bbw8ezrr1uz,1356.5750000416301,,"8,18",,,,,,,,,,,,,true
,serial-reaction-time-mouse,104,215969,0.0-29.0-0.4,H_6yl0bbw8ezrr1uz,3663.7299999711104,,"9,7",,,,,,,,,,,,,true
,serial-reaction-time-mouse,105,217060,0.0-29.0-0.5,H_6yl0bbw8ezrr1uz,1083.4599999943748,,"4,15",,,,,,,,,,,,,true
,serial-reaction-time-mouse,106,219849,0.0-29.0-0.6,H_6yl0bbw8ezrr1uz,2783.5899999481626,,"0,12",,,,,,,,,,,,,true
,serial-reaction-time-mouse,107,223641,0.0-29.0-0.7,H_6yl0bbw8ezrr1uz,3786.1299999640323,,"4,1",,,,,,,,,,,,,true
,serial-reaction-time-mouse,108,226241,0.0-29.0-0.8,H_6yl0bbw8ezrr1uz,2595.030000025872,,"6,18",,,,,,,,,,,,,true
,serial-reaction-time-mouse,109,230475,0.0-29.0-0.9,H_6yl0bbw8ezrr1uz,4228.085000009742,,"4,14",,,,,,,,,,,,,true
,serial-reaction-time-mouse,110,233994,0.0-29.0-0.10,H_6yl0bbw8ezrr1uz,3514.454999996815,,"9,5",,,,,,,,,,,,,true
,serial-reaction-time-mouse,111,236883,0.0-29.0-0.11,H_6yl0bbw8ezrr1uz,2884.014999959618,,"2,0",,,,,,,,,,,,,true
,serial-reaction-time-mouse,112,242050,0.0-29.0-0.12,H_6yl0bbw8ezrr1uz,5160.4199999710545,,"1,20",,,,,,,,,,,,,true
,serial-reaction-time-mouse,113,245396,0.0-29.0-0.13,H_6yl0bbw8ezrr1uz,3339.0699999872595,,"1,1",,,,,,,,,,,,,true
,serial-reaction-time-mouse,114,247548,0.0-29.0-0.14,H_6yl0bbw8ezrr1uz,2146.724999998696,,"5,8",,,,,,,,,,,,,true
,serial-reaction-time-mouse,115,248458,0.0-29.0-0.15,H_6yl0bbw8ezrr1uz,903.165000025183,,"1,2",,,,,,,,,,,,,true
,serial-reaction-time-mouse,116,249452,0.0-29.0-0.16,H_6yl0bbw8ezrr1uz,987.3849999858066,,"3,4",,,,,,,,,,,,,true
,serial-reaction-time-mouse,117,251541,0.0-29.0-0.17,H_6yl0bbw8ezrr1uz,2082.7750000171363,,"7,10",,,,,,,,,,,,,true
,serial-reaction-time-mouse,118,254842,0.0-29.0-0.18,H_6yl0bbw8ezrr1uz,3293.755000049714,,"7,1",,,,,,,,,,,,,true
,serial-reaction-time-mouse,119,255952,0.0-29.0-0.19,H_6yl0bbw8ezrr1uz,1103.31999999471,,"3,5",,,,,,,,,,,,,true
,serial-reaction-time-mouse,120,257297,0.0-29.0-0.20,H_6yl0bbw8ezrr1uz,1337.325000029523,,"9,8",,,,,,,,,,,,,true
,serial-reaction-time-mouse,121,258233,0.0-29.0-0.21,H_6yl0bbw8ezrr1uz,931.0650000115857,,"5,12",,,,,,,,,,,,,true
,serial-reaction-time-mouse,122,260500,0.0-29.0-0.22,H_6yl0bbw8ezrr1uz,2259.7999999998137,,"3,2",,,,,,,,,,,,,true
,serial-reaction-time-mouse,123,261604,0.0-29.0-0.23,H_6yl0bbw8ezrr1uz,1095.035000005737,,"8,8",,,,,,,,,,,,,true
,serial-reaction-time-mouse,124,264067,0.0-29.0-0.24,H_6yl0bbw8ezrr1uz,2457.235000038054,,"8,0",,,,,,,,,,,,,true
,serial-reaction-time-mouse,125,265441,0.0-29.0-0.25,H_6yl0bbw8ezrr1uz,1367.1249999897555,,"7,12",,,,,,,,,,,,,true
,serial-reaction-time-mouse,126,267331,0.0-29.0-0.26,H_6yl0bbw8ezrr1uz,1883.7899999925867,,"0,2",,,,,,,,,,,,,true
,serial-reaction-time-mouse,127,268329,0.0-29.0-0.27,H_6yl0bbw8ezrr1uz,990.3749999939464,,"0,8",,,,,,,,,,,,,true
,serial-reaction-time-mouse,128,269395,0.0-29.0-0.28,H_6yl0bbw8ezrr1uz,1059.9400000064634,,"6,5",,,,,,,,,,,,,true
,serial-reaction-time-mouse,129,270486,0.0-29.0-0.29,H_6yl0bbw8ezrr1uz,1085.1249999832362,,"2,5",,,,,,,,,,,,,true
,html-keyboard-response,130,272625,0.0-30.0,H_6yl0bbw8ezrr1uz,2137.2449999907985,Thank you. Press any key to end the experiment., ,,,,,,,,,,,,,
